num,category,news
3903,7,펜싱 여자 에페 대표팀이 도쿄올림픽 단체전 결승에 올랐다... .. .. .. ..최인정(31·계룡시청)·강영미(36·광주서구청)·송세라(28·부산시청)와 교체선수 이혜인(26·강원도청)으로 구성된 대표팀은 27일 오후 일본 지바 마쿠하리 메세에서 열린 단체전 준결승에서 세계 최강팀 중국에 38대29로 승리했다... .. .. .. ..송세라는 3점을 ..
3904,7,KBO리그가 후반기에는 연장전을 치르지 않고 ..‘가을야구’ 일정도 축소한다... .. .. ..KBO는 27일 팀당 144경기 일정을 소화하기 위해 후반기와 포스트시즌 경기 진행 방식 등을 변경했다... .. .. ..KBO는 이달 초 NC 다이노스와 두산 베어스에서 코로나19 확진자가 발생하자 지난 12일 긴급이사회를 열고 전반기 막판 경기 일정을 ..
3905,7,연이은 자막 실수로 여론의 뭇매를 맞고 있는 MBC가 이번에는 대한민국 선수의 이름을 오기했다... 태권도 인교돈 선수의 이름을 ..'인교톤'으로 소개한 것이다... .. .. .. ..27일 MBC는 일본 지바 마쿠하리 메세 A홀에서 진행된 2020 도쿄올림픽 태권도 80kg 초과급 준결승 인교돈과 북마케도니아의 데얀 게오르기예프스키의 경기를 중계했다..
3906,7,"‘한국 골프의 간판’ 임성재(23·사진)가 2020 도쿄올림픽 남자 골프 첫날부터 세계적인 스타 플레이어 로리 매킬로이(32), 콜린 모리카와(24)와 격돌한다... .. .. .. ..임성재는 27일 발표된 대회 남자 골프 조 편성에서 매킬로이, 모리카와와 한 조로 묶였다... 이들 셋은 29일 일본 사이타마현 가와고에시의 가스미가세키CC 동코스(파7.."
3907,7,‘뉴 마린보이’ 황선우(18)가 자신의 대회 두 번째 한국 신기록을 세우며 2020 도쿄올림픽 경영 자유형 200m에서 메달을 따지 못한 아쉬움을 훌훌 털어냈다... .. .. .. ..황선우는 27일 일본 도쿄 아쿠아틱스 센터에서 열린 경영 남자 자유형 100m 예선 7조 경기에서 47초97로 조 2위를 기록했다... 지난 5월 국가대표 선발전에서 자..
3908,7,"“49초대에 턴(turn)한 걸로 만족할래요.”(수영 황선우) .. .. .. ..“진 게 아쉽지만, 재미있었어요.”(탁구 신유빈) .. .. .. ..패기 넘치는 10대 국가대표들은 자신의 첫 올림픽에서 나온 첫 패배에도 의연했다... 남자 수영 황선우(18)와 ..‘탁구 영재’ 신유빈(17)은 첫 올림픽에서 처음 패배의 쓴잔을 들었지만 언제 그랬냐는.."
3909,7,[앵커] ..태권도 최종일 경기에서 이다빈 인교돈 선수가 각각 은메달과 동메달을 추가했습니다. .. ..이로써 우리 대표팀은 올림픽 출전 사상 처음으로 금메달 없이 대회를 마무리했습니다. .. ..부진의 원인으로 코로나 여파가 꼽히는 가운데 ..'재미없는 태권도' 논란은 이번에도 이어졌습니다. .. ..권남기 기자입니다. .. ..[기자] ..세계랭킹 ..
3910,7,2016년 브라질 리우데자네이루 올림픽 직후 대한양궁협회 관계자와 현대자동차그룹 내 연구원들은 긴급 회동을 했다... 리우올림픽에서 4개의 금메달을 싹쓸이한 양궁 국가대표단이 다음 올림픽(일본 도쿄올림픽)의 금메달도 다 가져올 수 있는 기반을 조성하자는 취지였다... .. .. .. ..한국 선수들의 우수한 실력에 현대차그룹의 미래차 연구개발(R&D) ..
3911,7,"“솔직히 제가 한 일이 없어요... 굳이 말하자면 선수들이 편하게 훈련하도록 뒷바라지 한 것 뿐입니다.” ..광주여대 양궁팀 김성은(46) 감독은 지난 25일 안산이 도쿄올림픽 남녀혼성, 여자 단체전에서 우승, 2관왕에 올랐음에도 겸손하게 몸을 낮췄다. ..안산, 기보배(2012 런던올림픽 2관왕), 최미선(2016 리우올림픽 금메달) 등은 ..‘광주여.."
3912,7,세계 무대의 벽은 높았다... 그러나 신유빈(17)의 꿈은 더 높이 날아올랐다. .. .. 한국 여자탁구 막내 신유빈이 2020 도쿄올림픽 탁구 여자 개인전 32강에서 탈락했다... 신유빈은 27일 일본 도쿄체육관에서 열린 여자 단식 3라운드에서 홍콩 두 호이 켐(25)에 2-4(10:12/5:11/11:8/11:8/4:11/6:11)로 석패했다. ..
3913,7,"승리의 포효를 들을 수는 없었지만, 검객들은 끝까지 포기하지 않고 몸을 날린 동료들을 다독였다. .. ..최인정(31), 강영미(36), 송세라(28), 이혜인(26)으로 구성된 여자 에페팀은 27일 일본 지바의 마쿠하리 메세 비(B)홀에서 열린 2020 도쿄올림픽 단체전 결승전에서 ..‘펜싱 강국’ 에스토니아를 상대로 32-36으로 졌다... 여자 에.."
3914,7,인교돈(29)이 2020 도쿄올림픽 남자 태권도 80㎏ 초과급 준결승에 진출했다... 혈액암의 일종인 림프종 2기 진단을 받았지만 이를 극복하고 태극마크를 단 그는 태권도 종주국의 자존심을 걸고 결승행에 도전한다... .. ..인교돈은 27일 일본 지바 마쿠하리 메세 A홀에서 벌어진 태권도 남자 80㎏초과급 8강에서 카자흐스탄의 루슬란 자파로프에 10-..
3915,7,2020 도쿄올림픽에서 한국 선수단에 2개의 금메달을 안긴 남자양궁 대표팀 막내 김제덕(17·경북일고)에 친할머니 신이남(86) 씨가 보낸 응원이 화제다... .. .. .. .. .. 안동MBC에 따르면 신 씨는 지난 26일 투병 중인 요양병원에서 사람들과 함께 TV를 보며 남자양궁 단체전에 출전한 손자를 응원했다... 신 씨는 ..제덕아 사랑해...
3916,7,"한국 펜싱 여자 에페 대표팀이 9년 만에 올림픽 단체전에서 은메달을 획득했다... .. .. ..최인정(계룡시청), 강영미(광주광역시 서구청), 송세라(부산광역시청), 후보 선수 이혜인(강원도청)으로 구성된 여자 에페 대표팀은 27일 일본 지바의 마쿠하리 메세에서 열린 2020 도쿄올림픽 결승전에서 에스토니아에 32-36으로 져 준우승했다... .. .."
3917,7,"한곳으로 모인 한국 여자 에페의 칼끝은 결코 약하지 않았다... 한국 여자 에페 대표팀의 도쿄올림픽 단체전 은메달은 국내 모든 종목을 통틀어 코로나19 확진 국가대표 최초 사례를 남겼던 불운에서 세계 최강 중국마저 꺾고 시상대까지 달려온 반전의 서사다... 비록 금메달 사냥은 불발됐지만, 개인전 조기 탈락의 설움을 메달로 씻어냈다... .. .. .. .."
3918,7,"한국 펜싱 여자 에페 대표팀이 올림픽 무대에서 9년 만에 값진 단체전 은메달을 수확했다... 도쿄올림픽에서 나온 한국 선수단의 첫 은메달이기도 하다... .. .. .. ..최인정(계룡시청), 강영미(광주광역시 서구청), 송세라(부산광역시청), 후보 선수 이혜인(강원도청)으로 꾸려진 여자 에페 대표팀은 27일 일본 지바의 마쿠하리 메세에서 열린 2020.."
3919,7,"한국 펜싱 여자 에페 대표팀이 2020 도쿄올림픽 단체전 결승에서 또 한번 아쉬움을 남겼다... .. .. .. .. 최인정(계룡시청), 강영미(광주광역시 서구청), 송세라(부산광역시청), 후보 선수 이혜인(강원도청)으로 구성된 여자 에페 대표팀은 27일 일본 지바의 마쿠하리 메세B홀에서 열린 여자 에페 단체전 결승전에서 에스토니아에 32-36으로 져 .."
3920,7,"한국 펜싱이 값진 은메달을 따냈다... .. .. .. .. 대한민국 여자 에페 대표팀은 27일 저녁에 진행된 2020 도쿄올림픽 단체전에서 에스토니아에 패해 은메달을 차지했다... .. .. .. .. 이 종목 올림픽 은메달은 2012년 런던 올림픽 이후 9년만이다... .. .. .. .. 최인정(계룡시청), 강영미(광주광역시 서구청), 송세라(부산.."
3921,7,"한국 남자탁구 정영식(29·미래에셋증권)이 2020 도쿄올림픽에서 유럽 챔피언 독일 티모 볼을 넘고 단식 8강에 올랐다... .. .. .. ..정영식은 27일 일본 도쿄체육관에서 열린 대회 남자단식 16강전에서 올해 유럽선수권대회 우승자인 볼을 4대 1(11-8, 7-11, 11-7, 11-9, 11-4)로 이겼다... .. .. .. ..정영식은 중.."
3922,7,한국 여자탁구의 기대주 신유빈(17·대한항공)이 여자탁구 단식에서 세계 15위의 벽을 넘지 못했다. ..신유빈은 27일 일본 도쿄체육관에서 열린 2020도쿄올림픽 여자단식 3회전(32강)에서 세계랭킹 15위 두호이켐(홍콩)에 세트스코어 2-4(10-12 5-11 11-8 11-8 4-11 6-11)로 패했다... 신유빈의 랭킹은 85위다. ..신유빈은 ..
3923,7,"강영미(춘천후평초 졸),이혜인(강원도청)이 도쿄올림픽에 출전한 강원전사 중 처음으로 메달 소식을 전했다.강영미와 이혜인은 최인정, 송세라라와 함께 나선 여자 에페 단체전에서 은메달을 차지했다.이들은 27일 일본 마쿠하리 메세 B홀에서 열린 2020 도쿄올림픽 펜싱 여자 에페 단체 결승서 에스토니아에 32-36으로 패배,은메달을 목에 걸었다... .. .."
3924,4,"박성제 MBC 사장이 2020 도쿄올림픽 중계 관련 조롱 섞인 참가국 소개 등으로 26일 대국민 사과를 한 뒤, MBC가 부적절한 해설로 또 입길에 올랐다... 박 사장이 사과를 한 날, MBC 중계진이 유도 안창림 선수 경기 중계에서 ..‘메달 색이 아쉽다’는 내용의 발언을 하면서 시청자의 비난을 사고 있다... .. ..논란은 도쿄 일본무도관에서 열.."
3925,7,[헤럴드경제=조범자 기자] 태권도 중량급 세계랭킹 2위 인교돈(29·한국가스공사)이 생애 첫 올림픽 무대에서 동메달을 획득하는 감격을 맛봤다... .. .. .. .. 인교돈은 27일 일본 지바 마쿠하리 메세 A홀에서 열린 2020 도쿄올림픽 태권도 경기 마지막날 남자 80㎏초과급 동메달 결정전에서 이반 트라크코비치(슬로베니아)를 5-4로 꺾었다... ..
3926,7,"졌지만 잘 싸웠다. .. .. .. .. 지난 2012년 런던올림픽 이후 9년 만에 결승에 진출한 한국 여자 펜싱 대표팀이 도쿄올림픽에서 은메달을 수확했다... .. .. .. .. 최인정, 강영미, 송세라, 이혜인으로 구성된 한국 여자 펜싱 대표팀은 27일 일본 마쿠하리 메세 B홀에서 열린 2020 도쿄올림픽 펜싱 여자 에페 단체 결승서 에스토니아.."
3927,7,"인교돈(29, 한국가스공사)이 동메달을 획득하며 태권도 종주국의 자존심을 지켰다... .. .. .. .. 인교돈은 27일 일본 지바 마쿠하리메세 A홀에서 진행된 2020 도쿄올림픽 태권도 남자 80kg급 동메달 결정전에서 이반 콘라드 트라즈코비치(슬로바키아)에게 5대4로 승리했다... .. .. .. .. 이번 동메달은 인교돈의 개인 첫 올림픽 메달이.."
3928,7,그 어떤 메달보다도 빛나는 동메달이다. .. ..태권도 국가대표 인교돈(29)은 27일 일본 지바 마쿠하리 메세 A홀에서 열린 2020 도쿄올림픽 태권도 남자 80㎏ 초과급 동메달 결정전에서 슬로베니아 이반 트라크코비치를 5-4로 꺾고 3위에 올랐다... 이로써 한국 남자 태권도는 이번 대회에서 동메달 2개를 획득하며 유종의 미를 거두게 됐다... 대표..
3929,7,"한국 펜싱 여자 에페 대표팀이 2020 도쿄올림픽 단체전에서 은메달에 머물렀다... .. ..최인정(계룡시청), 강영미(광주광역시 서구청), 송세라(부산광역시청), 후보 선수 이혜인(강원도청)으로 구성된 여자 에페 대표팀은 27일 일본 지바의 마쿠하리 메세에서 열린 여자 에페 단체전 결승에서 에스토니아에 32-36로 패했다... .. ..이 종목에서 올.."
3930,7,“첫 100m 기록이 49초78이라고요? 너무 오버페이스를 했네요... 왜 마지막 50m에 힘이 달렸는지 납득이 되네.” .. .. .. ..27일 도쿄올림픽 수영 남자 자유형 200m를 마치고 믹스트존(공동취재구역)에서 만난 황선우(18)는 ..“결승에서 완주해서 후련하다”며 ..“이번 대회를 통해 많이 배웠다”고 했다... .. .. .. ..그는 ..
3931,2,"조진구 교수 .. .. .. .. .. ..네 번째 긴급사태가 발령 중이던 지난 7월 14일,? 도쿄를 방문한 김진표 한일의원연맹 회장단을 만난 일한의원연맹 회장단의 관심은 문재인 대통령의 도쿄올림픽 개막식 참석과 한일 정상회담의 필요성에 집중됐다... 중의원 부의장을 역임한 에토 세이시로 자민당 의원은 ..“일한 양국은 아시아의 평화와 안정을 위해 다.."
3932,7,인교돈(29·한국가스공사)이 ..‘서른 즈음에’ 처음 선 올림픽 무대에서 동메달을 따냈다. ..인교돈은 27일 일본 지바 마쿠하리 메세 A홀에서 열린 2020 도쿄올림픽 태권도 경기 마지막 날 남자 80㎏초과급 동메달 결정전에서 슬로베니아의 이반 트라크코비치(30)에게 5-4 승리를 거두고 소중한 메달을 목에 걸었다... .. ..1회전에서 인교돈은 4..
3933,7,"태권도 중량급 세계랭킹 2위 인교돈(29·한국가스공사)이 생애 첫 올림픽 무대에서 값진 동메달을 따냈다... 한국의 2020 도쿄올림픽 9번째 메달이자, 태권도에서 따낸 두 번째 메달이다... .. .. .. ..인교돈은 27일 오후 일본 지바 마쿠하리 메세A홀에서 열린 2020 도쿄올림픽 태권도 남자 80kg 초과급 동메달 결정전에서 이반 콘라드 트라.."
3934,7,"‘비키니 규정 항의’ 지지 ..여성 선수들, 성적 대상화에 반기 .. .. .. ..비키니가 아닌 반바지 유니폼을 입었다가 규정 위반으로 벌금을 물게 된 노르웨이 여자 비치핸드볼 대표팀을 응원하기 위해 유명 팝가수 핑크가 대신 벌금을 내겠다고 밝혔다... 올림픽 주관방송사인 OBS는 이번 도쿄 올림픽에서 여성 선수들의 신체 특정 부위를 클로즈업하는 중계.."
3935,7,미국의 한 스포츠 매체가 뜨거운 날씨와 코로나19 위험 속에서 경기를 치르고 있는 선수들의 모습을 보도하며 도쿄올림픽에 대한 비판을 쏟아냈다... .. .. .. ..미국 폭스스포츠는 27일(한국시간) ..'세계는 도쿄올림픽 거짓 주장에 사과를 원한다'는 제목으로 도쿄올림픽 조직위원회가 대회 선수들이 겪을 기상 조건에 대한 세부정보를 제출할 때 허위 주..
3936,7,"ㆍ양궁협회장 맡은 정의선 현대차 회장, 기술 지원 프로젝트 가동 .. .. .. ..슈팅머신으로 불량 화살 걸러내 ..정밀 센서로 점수 자동으로 기록 ..AI 코치, 빅데이터로 경기력 향상 .. ..올림픽 금메달은 온전히 선수의 집중력과 투지의 결과물이다... 하지만 훈련 과정에 접목된 ..‘과학’도 무시할 수 없다... 조연 역할을 하며 선수의 기량을.."
3937,7,27일 일본 마쿠하리 메세홀에서 열린 도쿄올림픽 남자 태권도 80㎏ 초과급 동메달 결정전 한국 인교돈-슬로베니아 트라이코비치... 인교돈이 승리 후 태극기를 흔들고 있다... 연합뉴스 .. .. .. .. 한국 태권도 대표 인교돈(29·한국가스공사)이 2020 도쿄올림픽에서 동메달을 따냈다... .. .. .. .. 인교돈은 27일 일본 지바 마쿠하리 ..
3938,2,남태윤(오른쪽)과 권은지가 27일 일본 도쿄 아사카 사격장에서 열린 10m 공기소총 혼성 단체전 동메달 결정전에서 과녁을 조준하고 있다... 도쿄=올림픽사진공동취재단 올림픽 신설 종목인 10m 공기소총 혼성 단체전에 출전한 남태윤-권은지가 아쉽게 동메달을 놓쳤다... .. .. .. .. 남태윤-권은지는 27일 일본 도쿄 아사카 사격장에서 열린 10m ..
3939,7,50m를 남기기까지 1위였는데 마지막 50m 기록이 가장 늦었다... 제대로 사고를 칠 뻔했지만 아쉽게 메달권에서 벗어났다... .. .. .. .. .. ..‘한국 수영의 샛별’ 황선우(18·서울체고)가 생애 첫 올림픽의 결선 레이스를 7위로 마감했다... 황선우는 27일 오전 일본 도쿄 아쿠아틱스센터에서 열린 2020 도쿄 올림픽 경영(競泳) 남자 ..
3940,7,"27일 일본 도쿄 아사카 사격장에서 열린 2020 도쿄 올림픽 10ｍ 공기권총 혼성 단체전... 진종오(42·서울시청)는 파트너인 추가은(20·IBK기업은행)과 합계 575점(진종오 289점, 추가은 286점)을 기록해 9위로 본선 1차전 통과에 실패했다... .. .. .. .. .. ..‘사격 황제’ 진종오가 처음으로 자신의 올림픽을 ..‘노 메달’.."
3941,7,남자 태권도의 인교돈(29·한국가스공사)이 생애 처음 출전한 올림픽 무대에서 동메달을 목에 걸었다... 한국이 도쿄올림픽에서 수확한 두 번째 태권도 메달이다... 인교돈은 과거 암 투병을 이겨내고 세계 최정상 무대인 올림픽에서 태극기를 휘날리며 화려한 재기를 알렸다... .. .. .. ..인교돈은 27일 일본 지바 마쿠하리 메세 A홀에서 펼쳐진 202..
3942,7,태권도 종주국 한국이 올림픽 사상 처음으로 태권도 종목에서 ..'노 골드'에 그쳤다... .. .. .. .. ..우리나라는 이다빈(25·서울시청)이 27일 일본 지바 마쿠하리 메세 A홀에서 열린 2020 도쿄올림픽 태권도 경기 마지막 날 여자 67㎏초과급 결승에서 밀리차 만디치(세르비아)에게 7-10으로 패해 은메달을 목에 걸었다... .. .. ..
3943,7,"태권도 국가대표 이다빈(25·여, 서울시청)이 첫 출전한 올림픽에서 값진 은메달을 획득했다... 한국 태권도가 올림픽 사상 처음으로 ..'노 골드'에 그치면서 이다빈은 이번 대회 태권도 대표 선수들 중 가장 좋은 성적을 기록하게 됐다... .. .. .. ..이다빈은 27일 일본 지바현 마쿠하리 메세 A홀에서 열린 ..'2020 도쿄올림픽' 태권도 여자.."
3944,7,이다빈(25·서울시청)이 도쿄올림픽에서 은메달을 획득해 ..'그랜드슬램' 달성을 다음으로 미뤘다... .. .. .. .. 누구나 목표는 갖고 있다... 하지만 이루는 것은 쉽지 않다... 세계 최고의 자리에 우뚝 서는 것은 더욱 어렵다... .. .. .. .. 이다빈은 27일 일본 지바의 마쿠하리 메세 A홀에서 열린 2020 도쿄올림픽 태권도 여자 ..
3945,7,"도쿄 역대급 폭염, 건강관리 비 ..상모든 장소에 얼음·쿨링텐트 준비 ..응급 상황 대비해 아이스트럭도 .. .. .. ..승마는 하계 올림픽 역사에서 한 번도 빠지지 않았다... 올림픽에서는 유일하게 동물과 호흡하는 종목인데, 그래서 말은 기수와 다름없이 선수로 간주된다... 어쩌면 선수 이상의 존재로도 볼 수 있다... ..‘선수는 아파도 말을 탈 .."
3946,7,"한국 펜싱 여자 에페 대표팀이 9년 만에 올림픽 단체전에서 은메달을 획득했습니다... .. .. ..최인정, 강영미, 송세라, 후보 선수 이혜인으로 구성된 여자 에페 대표팀은 2020 도쿄올림픽 결승전에서 에스토니아에 32-36으로 져 준우승을 거뒀습니다... .. .. ..한국 여자 에페는 은메달을 획득한 2012년 런던 대회 이후 9년 만에 단체전 .."
3947,2,"도쿄에서 오늘, 역대 최다 규모의 코로나19 신규 확진자가 나온 상황에서도 스가 일본 총리가 ..올림픽 취소는 걱정하지 않아도 된다는 입장을 내놨습니다... .. .. ..스가 총리는 각료 협의 후 기자들과 만나 ..도쿄 감염자가 2천848명인데 대회가 괜찮은지를 묻는 질문에 ..유동 인구가 줄고 있다며 이 같이 강조했습니다... .. .. .."
3948,7,◆ 2020 도쿄올림픽 ..◆ .. 문형철 전 감독은 2016년 리우데자네이루올림픽에서 사상 첫 양궁 전 종목 금메달(4개)을 이끌었다... 현재 예천군청 실업팀 감독을 맡고 있다... 이번 도쿄올림픽 매일경제 자문위원으로 양궁 선수단 관전기를 전한다. ..한국 양궁대표팀이 26일까지 치러진 양궁 세 종목을 모두 제패하는 과정에서 가슴 졸이는 순간은 있..
3949,7,"2020 도쿄올림픽 펜싱 남자 사브르 단체전에 출전하는 김정환(왼쪽부터), 오상욱, 구본길, 김준호가 2018년 자카르타·팔렘방 아시안게임에서 단체 금메달을 딴 뒤 메달을 들어 보이고 있다... 뉴시스 펜싱 한국 남자 사브르 선수들이 개인전에서의 아쉬움을 털어내고 금메달을 향해 칼끝을 겨눴다... ..‘디펜딩 챔피언’으로서의 면모를 유감없이 드러낸다는 .."
3950,7,"아쉬움 달래며… 진종오(오른쪽)와 추가은이 27일 일본 도쿄 아사카 사격장에서 열린 10m 공기권총 혼성 단체전을 마치고 대화하고 있다... 도쿄=뉴스1 스포츠에서는 영원한 승자도, 영원한 패자도 없다고 했던가... 2004 아테네부터 2016 리우까지 금메달 4개, 은메달 2개를 따내며 세계 사격계를 주름잡았던 ..‘사격 황제’ 진종오(42)가 도쿄에.."
3951,7,도쿄올림픽에 출전한 네덜란드 BMX(자전거모토크로스) 레이싱 선수가 경기를 이틀 앞두고 연습 주행에 나섰다가 주행 도로로 갑자기 뛰쳐나온 올림픽 관계자와 부딪히는 사고가 발생했다... .. .. .. ..26일(현지 시각) 네덜란드 BMX 레이싱 국가대표 닉 키만은 자신의 인스타그램에 15초가량의 동영상을 올렸다... .. .. .. ..BMX 레이싱은..
3952,7,K팝 스타들이 자신들의 팬임을 밝힌 도쿄올림픽 한국 대표팀 선수들에게 응원으로 화답하며 훈훈한 교류가 이어지고 있다... 선수들은 스스로 ..'성덕(성공한 덕후)'이라며 기쁨을 표했다... .. .. .. ..탁구 국가대표 신유빈은 방탄소년단(BTS)의 팬으로 알려져 있다... 그는 올림픽 출전을 앞두고 ..힘들 때 ..'쩔어'를 들으면 내가 좀 쩌는..
3953,4,YTN 방송화면 캡처 .. .. .. .. 2020 도쿄올림픽 남자 수영 자유형 결승 ..'200ｍ' 경기를 ..'200㎜'로 표기해 자막을 내보낸 방송 사고는 MBC가 아닌 YTN에서 발생한 것으로 확인됐다... .. .. .. .. .. .. .. .. YTN은 27일 오후 ..전날 방송에서 편집부 실수로 관련 자막이 노출됐다고 밝혔다... 그러..
3954,7,27일 일본 도쿄체육관에서 열린 탁구 예선전 남자단식 3회전에 나선 정영식이 그리스 파나지오티스를 물리친 뒤 좋아하고 있다... 연합뉴스 한국 남자탁구의 대들보 정영식(미래에셋증권)이 2020 도쿄올림픽에서 유럽 챔피언인 불혹의 티모 볼(독일)을 넘고 8강에 올랐다... .. .. ..하지만 기대를 모았던 여자대표팀의 ..‘막내 에이스’ 신유빈(대한항공..
3955,7,"진종오(42·서울시청)가 2020 도쿄올림픽에서 메달 획득에 실패했다. .. ..진종오는 27일 일본 도쿄 아사카 사격장에서 열린 2020 도쿄올림픽 10ｍ 공기권총 혼성 단체전에서 추가은(20·IBK기업은행)과 함께 출전, 합계 575점(추가은 286점, 진종오 289점)을 기록하며 9위로 본선 1차전 통과에 실패했다... 진종오는 24일 남자 10ｍ.."
3956,7,27일 오전 일본 도쿄 아쿠아틱스 센터에서 열린 2020 도쿄올림픽 경영남자 자유형 200ｍ 결승... 한국 수영 기대주 황선우(18·서울체고)가 7위로 아쉬움을 삼킬 때 6번 레인에서 환호하는 선수가 있었다... 영국 톰 딘(21)이었다... 딘에게는 특별할 수밖에 없는 금메달이었다... 그는 올림픽 참가 전 두 차례나 코로나19에 걸렸다가 회복됐다...
3957,7,도쿄 올림픽에 참가한 중국의 한 여자 사격 선수가 예선 탈락 후 셀카를 올렸다 질타를 받았다. ..26일 중국매체 관찰자망은 지난 24일 여자 10m 공기소총에서 결선 진출이 좌절된 왕루야오가 자신의 웨이보 계정에 ..여러분 죄송합니다... 저 겁먹었던 것 인정합니다... 3년 후 다시 만나요라는 글을 올린 후 악플에 시달리고 있다고 보도했다. ..
3958,7,유도 종주국 일본은 자국에서 열리는 2020 도쿄올림픽에서 유도 종목 금메달 싹쓸이를 목표로 삼았다... 하지만 일본의 꿈을 연거푸 물거품으로 만든 나라가 있다. ..인구 190만여 명의 발칸반도 소국인 코소보다... 우리에겐 다소 낯선 코소보는 1990년대 후반 세르비아에 분리 독립을 요구하던 알바니아계 코소보 주민과 세르비아 정부군이 벌인 비극의 코..
3959,7,2020 도쿄올림픽이 5일차에 접어든 27일 각국의 10대 대표들의 금메달 소식이 연일 들려오고 있다... 교복 대신 국가대표 선수복을 입은채 세계 최정상이 된 이들의 장기집권이 이어질지 주목된다... .. .. 가장 눈에 띄는 10대는 역시 우리나라 양궁의 현재이자 미래 김제덕(17·경북일고)이다... 지난 24일 양궁 남녀 혼성 종목에서 안산(20·..
3960,7,"한국 펜싱 여자 에페 대표팀이 2020 도쿄올림픽 단체전에서 귀중한 은메달을 획득했다... .. .. .. ..최인정(31·계룡시청), 강영미(36·광주서구청), 송세라(28·부산시청), 이혜인(26·강원도청)으로 구성된 여자 에페 대표팀은 27일 일본 지바 마쿠하리 메세B홀에서 열린 여자 에페 단체전 결승에서 에스토니아에 32-36으로 패해 준우승을 .."
3961,7,"MBC 도쿄올림픽 중계가 박성제 사장의 대국민 사과 이후에도 또다시 구설에 올랐다... 박 사장은 지난 26일 마포구 상암동 MBC 경영센터에서 대국민 사과 기자회견을 갖고 ..“신중하지 못한 방송, 참가국에 대한 배려가 결여된 방송으로 마음에 상처를 입은 해당 국가 국민들과 실망하신 시청자들께 머리 숙여 사죄드린다”고 했다. ..그러나 박 사장의 사과.."
3962,7,"[앵커] ..한국 양궁이 이번 도쿄 올림픽에서 단체전 세 종목을 모두 석권하면서 선수들의 엄청난 훈련량과 함께 과학적 훈련 방식이 주목받고 있습니다. .. ..미래차에 쓰이는 인공지능 기술이 선수의 훈련 데이터와 연계되며 금메달을 정조준했습니다. .. ..조용성 기자가 보도합니다. .. ..[기자] ..도쿄올림픽에서 혼성 단체전, 여자 단체전에 이어 남.."
3963,7,"박태환 이후 9년 만에 올림픽 수영 결승에 오른 황선우 선수가 아쉽게 7위에 머물렀습니다. .. ..황선우는 오늘 오전 열린 남자 자유형 200m 결승에서 7레인에서 출발해 1분 45초 26의 기록으로 7위에 올랐습니다. .. ..출발부터 1위로 치고 나온 황선우는 100m 구간까지 세계 기록을 세우며 앞서 나갔지만, 150m 이후 체력이 떨어지며 역전.."
3964,4,"낮에도 덥고 밤에도 덥고..... 쉼 없이 무더위가 이어지고 있습니다. .. .. 서울만 봐도 아침 최저 기온이 27.8도로 열대야가 나타났고, 낮 최고 기온이 35도까지 올라 폭염경보 수준의 더위가 계속되겠습니다. .. .. 내일까지 서해안과 남해안, 제주도에는 너울이 강하게 밀려들겠습니다. .. .. 너울성 파도는 먼바다에서 잔잔하게 오다 수심이 얕.."
3965,7,"“태극낭자들의 꿈, 올림픽 9연패가 현실이 됩니다!” 지난 25일 일본 도쿄 유메노시마공원 양궁장에서 열린 2020 도쿄 올림픽 양궁 여자 단체전... 한국 대표팀이 러시아올림픽위원회(ROC)를 제치고 금메달을 거머쥔 직후였다... 흥분한 MBC 중계진이 소리쳤다... 같은 시각 SBS, 서로 얼싸안으며 승리를 기뻐하는 선수들을 중계진은 이렇게 묘사했다.."
3966,7,"“좋은 파도는 많지 않은데 제가 너무 까탈스러웠네요” ..‘서핑 여왕’ 스테파니 길모어(33·호주)가 지난 26일 일본 지바현 쓰리가사키 서핑 비치에서 열린 도쿄올림픽 여자 서핑 숏보드 예선 1조 3라운드 경기에서 ..‘언더독’ 비앙카 뷔텐닥(남아공·28)에게 덜미를 잡혔다... 뷔텐닥은 1,2차 시기 합산 13.93점을 받아 10점을 받은 길모어를 3.."
3967,7,호주 교포 이민지(25·사진)가 미국여자프로골프(LPGA)투어 시즌 네 번째 메이저대회 아문디 에비앙 챔피언십에서 우승했다... 이번 대회는 8월 4일부터 열리는 2020 도쿄 올림픽 여자 골프의 전초전 성격으로 이민지가 상승세를 이어갈지 관심이다... .. .. .. .. 이민지는 26일 프랑스 에비앙레뱅의 에비앙 리조트GC(파71)에서 열린 대회 최..
3968,7,스포츠 약소국에 ..‘메달 희망’ .. .. .. .. .. ..요르단 대만 베트남 아프간 등 태권도서 ..‘올림픽 메달’ 새역사 .. ..NYT ..“한국 첫 문화수출품…소외국에 가장 관대한 종목” .. .. .. ..태권도가 국제 스포츠에서 소외된 국가들에 경제 수준에 관계없이 가장 ..‘관대한’ 올림픽 종목이 되고 있다고 뉴욕타임스(NYT)가 26..
3969,7,25일 도쿄 올림픽 태권도 남자 68kg급 16강전에서 이대훈(29)을 누른 여세를 몰아 우즈베키스탄에 첫 태권도 금메달을 안긴 울루그베크 라시토프(19)가 올림픽을 6주 앞두고 세상을 떠난 김진영 우즈베키스탄 태권도 감독에게 메달을 바쳤다... .. .. .. .. 김 감독은 지난달 16일 우즈베키스탄 타슈켄트 현지에서 벌어진 사고로 41세 나이로 숨..
